,ReportDate,Allegany,AnneArundel,Baltimore,BaltimoreCity,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Fredrick,Garrett,Harford,Howard,Kent,Montgomery,PrinceGeorges,QueenAnnes,Somerset,StMarys,Talbot,Washington,Wicomico,Worcester,AlleganyDailyCases,AlleganyDailyCases7Day,AlleganyDaily100K,AlleganyDailyCases100k7D,AADailyCases,AA7Day,AADaily100k3,AA100k7D-2020Census,BaltimoreDailyCases,Baltimore7Day,BaltimoreDaily100k,Baltimore7D100k,BaltCityDailyCases,BaltCity7Day,BaltCityeDaily100k,BaltCity7D100k,CalvertDailyCase,Calvert7Day,CalverteDaily100k,Calvert7D100k,CarolineDailyCases,Caroline7Day,CarolineDaily100k,Caroline7D100k,CarrollDaily,Carroll7Day,CarrollDaily100k,Carroll7D100k,CecilDaily,Cecil7Day,CecilDaily100k,Cecil7D100k,CharlesDaily,Charles7Day,CharlesDaily100K,Charles7D100k,DorchesterDaily,Dorchester7Day,DorchesterDaily100K,Dorchester7D100k,FrederickDaily,Frederick7Day,FrederrickDaily100K,Frederick7D100k,GarrettDaily,Garrett7Day,GarrettDaily100k,Garrett7D100k,HarfordDaily,Harford7Day,HarfordDaily100k,Harford7D100k,HowardDaily,Howard7Day,HowardDaily100k,Howard7D100k,KentDaily,Kent7Day,KentDaily100k,Kent7D100k,MontgomeryDaily,Montgomery7Day,MontgomeryDaily100k,Montgomery7D100k,PGDaily,PG7Day,PGDaily100k,PG7D100k,QADaily,QA7Day,QADaily100k,QA7D100k,StMarysDaily,StMarys7Day,StMarysDaily100k,StMarys7D100k,SomersetDaily,Somerset7Day,SomersetDaily100k,Somerset7D100k,TalbotDaily,Talbot7Day,TalbotDaily100k,Talbot7D100k,WashingtonDaily,Washington7Day,WashingtonDaily100k,Washington7D100k,WicomicoDaily,Wicomico7Day,WicomicoDaily100k,Wicomico7D100k,WorcesterDaily,Worcester7Day,WorcesterDaily100k,Worcester7D100k,Western,southern,central,capital,Eastern,I95,WesternDaily,Western7Day,WesternDaily100k,Western7D100k,SouthernDaily,Southern7Day,SouthernDaily100k,Southern7D100k,CentralDaily,Central7Day,CentralDaily100k,Central7D100k,CapitalDaily,Capital7Day,CapitalDaily100k,Capital7D100k,EasternDaily,Eastern7Day,EasternDaily100k,Eastern7D100k,I95Daily,I957Day,I95Daily100k,I957D100k
112,2020-06-24 14:00:00,194.0,4956.0,7652.0,7210.0,402.0,297.0,1082.0,464.0,1341.0,183.0,2425.0,10.0,1072.0,2436.0,195.0,14283.0,18151.0,213.0,84.0,606.0,116.0,634.0,1053.0,278.0,2.0,0.8571428571428571,2.936598831233665,1.2585423562430003,10.0,22.857142857142858,1.6999257132463312,3.885544487420185,17.0,46.142857142857146,1.989386040361132,5.399762109551644,62.0,49.142857142857146,10.585479453925847,8.390333945047216,4.0,2.857142857142857,4.31113458284384,3.079381844888457,1.0,1.8571428571428572,3.0036343976211213,5.5781781670106545,21.0,10.857142857142858,12.146381245987357,6.279761732619313,3.0,1.2857142857142858,2.8922631959508314,1.2395413696932132,8.0,7.142857142857143,4.801430826386263,4.28699180927345,0.0,1.8571428571428572,0.0,5.708840358866488,6.0,12.714285714285714,2.208179834165694,4.679238220017781,0.0,0.0,0.0,0.0,8.0,5.714285714285714,3.066026889055817,2.190019206468441,13.0,13.285714285714286,3.9119274668464152,3.9979038946891925,1.0,0.42857142857142855,5.2088759245754765,2.232375396246637,79.0,66.28571428571429,7.438367476067759,3.9979038946891925,71.0,77.14285714285714,7.340769912355342,7.97588682630158,2.0,3.7142857142857144,4.01010546577375,7.44733872215125,1.0,2.7142857142857144,0.878912258189265,2.385618986513719,0.0,0.2857142857142857,0.0,1.160496692584426,0.0,0.8571428571428571,0.0,2.284130621816493,18.0,5.857142857142857,11.635047348178793,3.786007470439131,2.0,2.5714285714285716,1.930725566667954,2.4823614428587972,1.0,1.8571428571428572,1.9062142584826536,3.5401121943249274,838.0,1827.0,24408.0,34859.0,3405.0,36985.0,20.0,6.714285714285714,7.948588529391893,2.6684547205815643,12.0,10.285714285714286,4.225054573621576,3.6214753488184934,131.0,148.0,5.186457091569474,5.85950877520826,156.0,156.14285714285714,6.779722891864724,6.7859314293114865,11.0,17.142857142857142,2.0147553354384473,3.139878444839139,174.0,192.71428571428572,5.6049297612106646,6.207758824198019
113,2020-06-25 14:00:00,203.0,4985.0,7710.0,7258.0,403.0,302.0,1101.0,460.0,1350.0,184.0,2441.0,10.0,1078.0,2453.0,194.0,14381.0,18249.0,215.0,85.0,610.0,119.0,653.0,1055.0,278.0,9.0,2.2857142857142856,13.214694740551494,3.3561129499813327,29.0,21.428571428571427,4.929784568414361,3.6426979569564244,58.0,48.42857142857143,6.787317078879156,5.667242585566586,48.0,50.285714285714285,8.195209899813559,8.58545799028087,1.0,2.5714285714285716,1.07778364571096,2.7714436603996115,5.0,2.4285714285714284,15.018171988105607,7.2945406799370085,19.0,13.0,10.989583032083798,7.519188390373126,-4.0,0.5714285714285714,-3.856350927934442,0.5509072754192055,9.0,8.0,5.4016096796845465,4.801430826386264,1.0,2.0,3.07399096246657,6.14798192493314,16.0,14.142857142857142,5.888479557775185,5.204995323390565,0.0,0.0,0.0,0.0,6.0,6.0,2.2995201667918628,2.2995201667918623,17.0,15.0,5.115597456645311,4.513762461745863,-1.0,0.14285714285714285,-5.2088759245754765,0.744125132082215,98.0,74.14285714285714,9.22734193233722,4.513762461745863,98.0,83.28571428571429,10.132330301560897,8.611003740247815,2.0,4.0,4.01010546577375,8.0202109315475,4.0,2.142857142857143,3.51564903275706,1.8833834104055678,1.0,0.2857142857142857,4.061738424045491,1.160496692584426,3.0,1.2857142857142858,7.9944571763577255,3.426195932724739,19.0,8.285714285714286,12.281438867522057,5.355815445987063,2.0,2.7142857142857144,1.930725566667954,2.620270411906509,0.0,1.5714285714285714,0.0,2.9954795490441697,866.0,1838.0,24585.0,35071.0,3417.0,37208.0,28.0,10.571428571428571,11.128023941148651,4.2013967941071435,11.0,10.857142857142858,3.872966692486444,3.822668423752854,177.0,154.14285714285714,7.007655764945014,6.10271232475841,212.0,171.57142857142858,9.21346957099565,7.456453473561844,12.0,16.857142857142858,2.1979149113873975,3.0875471374251533,223.0,203.57142857142858,7.183329521551599,6.557491715702133
114,2020-06-26 14:00:00,204.0,5005.0,7768.0,7299.0,404.0,309.0,1104.0,462.0,1357.0,182.0,2448.0,10.0,1078.0,2470.0,195.0,14471.0,18307.0,220.0,86.0,611.0,121.0,663.0,1059.0,282.0,1.0,2.4285714285714284,1.4682994156168325,3.565870009355166,20.0,20.428571428571427,3.3998514264926625,3.472705385631791,58.0,52.142857142857146,6.787317078879156,6.1018983590908675,41.0,51.57142857142857,7.000075122757415,8.804972541168734,1.0,2.142857142857143,1.07778364571096,2.309536383666343,7.0,3.0,21.02544078334785,9.010903192863363,3.0,10.857142857142858,1.7351973208553364,6.279761732619313,2.0,0.42857142857142855,1.928175463967221,0.413180456564404,7.0,9.0,4.20125197308798,5.4016096796845465,-2.0,1.1428571428571428,-6.14798192493314,3.5131325285332227,7.0,12.428571428571429,2.5762098065266437,4.574086799343225,0.0,0.0,0.0,0.0,0.0,5.285714285714286,0.0,2.0257677659833075,17.0,12.571428571428571,5.115597456645311,3.782962825082247,1.0,0.2857142857142857,5.2088759245754765,1.488250264164426,90.0,77.57142857142857,8.474089529697446,3.782962825082247,58.0,85.42857142857143,5.996685280515632,8.832556152089527,5.0,2.4285714285714284,10.025263664434375,4.869413779868125,1.0,1.7142857142857142,0.878912258189265,1.5067067283244542,1.0,0.42857142857142855,4.061738424045491,1.7407450388766392,2.0,1.1428571428571428,5.329638117571816,3.0455074957553236,10.0,8.857142857142858,6.463915193432663,5.72518202846893,4.0,3.2857142857142856,3.861451133335908,3.171906288097353,4.0,2.142857142857143,7.624857033930614,4.084744839605686,877.0,1847.0,24724.0,35226.0,3441.0,37384.0,11.0,11.285714285714286,4.371723691165542,4.48527495587114,9.0,11.571428571428571,3.1687909302161823,4.074159767420805,139.0,152.85714285714286,5.503187295634785,6.051809256247914,155.0,175.42857142857142,6.736263129737385,7.624083984624433,24.0,15.571428571428571,4.395829822774795,2.8520562540622185,176.0,207.42857142857142,5.66935424122458,6.68173892715754
115,2020-06-27 14:00:00,204.0,5042.0,7800.0,7363.0,408.0,315.0,1104.0,473.0,1362.0,183.0,2465.0,10.0,1090.0,2490.0,196.0,14520.0,18342.0,224.0,86.0,619.0,130.0,684.0,1058.0,282.0,0.0,2.2857142857142856,0.0,3.3561129499813327,37.0,23.142857142857142,6.289725139011425,3.934113793512938,32.0,45.714285714285715,3.74472666420919,5.349609520298842,64.0,52.857142857142854,10.926946533084745,9.024487092056598,4.0,2.142857142857143,4.31113458284384,2.309536383666343,6.0,3.5714285714285716,18.02180638572673,10.72726570578972,0.0,10.857142857142858,0.0,6.279761732619313,11.0,1.8571428571428572,10.604965051819716,1.7904486451124193,5.0,8.285714285714286,3.0008942664914144,4.9729104987572015,1.0,0.42857142857142855,3.07399096246657,1.3174246981999587,17.0,12.142857142857142,6.256509530136134,4.468935378668667,0.0,0.0,0.0,0.0,12.0,5.428571428571429,4.5990403335837255,2.0805182461450182,20.0,11.571428571428571,6.0183499489944845,3.4820453276325227,1.0,0.42857142857142855,5.2088759245754765,2.232375396246637,49.0,73.71428571428571,4.61367096616861,3.4820453276325227,35.0,76.85714285714286,3.6186893934146056,7.946346504722684,4.0,2.857142857142857,8.0202109315475,5.728722093962501,8.0,3.142857142857143,7.03129806551412,2.762295668594833,0.0,0.42857142857142855,0.0,1.7407450388766392,9.0,2.4285714285714284,23.983371529073175,6.471703428480063,21.0,11.714285714285714,13.57422190620859,7.572014940878262,-1.0,2.7142857142857144,-0.965362783333977,2.620270411906509,0.0,1.7142857142857142,0.0,3.2677958716845485,898.0,1856.0,24889.0,35327.0,3480.0,37558.0,21.0,14.0,8.346017955861488,5.564011970574326,9.0,10.857142857142858,3.1687909302161823,3.8226684237528543,165.0,149.57142857142858,6.532560458847046,5.921723636721089,101.0,162.71428571428572,4.389435974861135,7.071524151862564,39.0,19.142857142857142,7.143223462009041,3.5061975967370387,174.0,194.28571428571428,5.6049297612106646,6.258378058494666
116,2020-06-28 14:00:00,204.0,5055.0,7847.0,7416.0,410.0,315.0,1105.0,473.0,1371.0,185.0,2471.0,11.0,1096.0,2501.0,198.0,14607.0,18414.0,226.0,86.0,620.0,130.0,694.0,1060.0,282.0,0.0,2.2857142857142856,0.0,3.3561129499813327,13.0,21.571428571428573,2.2099034272202305,3.6669826100028002,47.0,44.285714285714285,5.500067288057248,5.182434222789504,53.0,51.857142857142854,9.048877597710804,8.853753552477148,2.0,2.2857142857142856,2.15556729142192,2.4635054759107655,0.0,3.0,0.0,9.010903192863365,1.0,10.714285714285714,0.5783991069517789,6.197133288769059,0.0,1.8571428571428572,0.0,1.7904486451124193,9.0,8.285714285714286,5.4016096796845465,4.9729104987572015,2.0,0.2857142857142857,6.14798192493314,0.8782831321333057,6.0,11.142857142857142,2.208179834165694,4.100905406307718,1.0,0.14285714285714285,3.471498993265292,0.4959284276093275,6.0,5.714285714285714,2.2995201667918628,2.1900192064684405,11.0,11.142857142857142,3.3100924719469664,3.3530806858683557,2.0,0.7142857142857143,10.417751849150953,3.720625660411059,87.0,75.42857142857143,8.191619878707533,3.3530806858683557,72.0,77.14285714285714,7.444161037881474,7.97588682630158,2.0,3.0,4.01010546577375,6.015158198660626,1.0,2.5714285714285716,0.878912258189265,2.2600600924866816,0.0,0.42857142857142855,0.0,1.7407450388766392,0.0,2.142857142857143,0.0,5.710326554541232,10.0,13.0,6.463915193432663,8.403089751462462,2.0,2.4285714285714284,1.930725566667954,2.3444524738110863,0.0,1.5714285714285714,0.0,2.9954795490441697,909.0,1867.0,25020.0,35492.0,3489.0,37747.0,11.0,15.428571428571429,4.371723691165542,6.131768294102318,11.0,11.0,3.872966692486444,3.872966692486444,131.0,145.28571428571428,5.186457091569474,5.752046741686101,165.0,163.71428571428572,7.170860751010765,7.114983913989903,9.0,17.571428571428573,1.6484361835405479,3.2183754059601175,189.0,192.0,6.088113361315032,6.184750081335906
117,2020-06-29 14:00:00,204.0,5092.0,7929.0,7498.0,413.0,318.0,1114.0,478.0,1383.0,188.0,2486.0,11.0,1108.0,2527.0,199.0,14675.0,18505.0,227.0,87.0,633.0,136.0,695.0,1062.0,286.0,0.0,2.142857142857143,0.0,3.1463558906074995,37.0,25.142857142857142,6.289725139011425,4.274098936162204,82.0,49.142857142857146,9.595862077036049,5.750830234321256,82.0,57.57142857142857,14.00015024551483,9.82937377864543,3.0,2.2857142857142856,3.23335093713288,2.4635054759107655,3.0,3.4285714285714284,9.010903192863365,10.298175077558131,9.0,11.857142857142858,5.20559196256601,6.8581608395710925,5.0,2.4285714285714284,4.820438659918053,2.3413559205316252,12.0,7.857142857142857,7.2021462395793945,4.715690990200794,3.0,0.7142857142857143,9.22197288739971,2.1957078303332644,15.0,11.285714285714286,5.520449585414236,4.153481116644996,0.0,0.14285714285714285,0.0,0.4959284276093275,12.0,6.857142857142857,4.5990403335837255,2.6280230477621283,26.0,13.0,7.8238549336928305,3.9119274668464143,1.0,0.7142857142857143,5.2088759245754765,3.720625660411059,68.0,76.28571428571429,6.402645422438071,3.9119274668464143,91.0,81.42857142857143,9.408592422877975,8.418991649985001,1.0,2.2857142857142856,2.005052732886875,4.58297767517,13.0,4.857142857142857,11.425859356460444,4.269002396919286,1.0,0.5714285714285714,4.061738424045491,2.320993385168852,6.0,2.7142857142857144,15.988914352715451,7.233080302418894,1.0,12.0,0.6463915193432662,7.756698232119194,2.0,2.2857142857142856,1.930725566667954,2.206543504763376,4.0,1.7142857142857142,7.624857033930614,3.267795871684549,910.0,1883.0,25268.0,35666.0,3527.0,38045.0,1.0,14.285714285714286,0.39742942646959467,5.677563235279924,16.0,10.714285714285714,5.6334060981621015,3.7723701550192636,248.0,163.57142857142858,9.818636326024652,6.476001493835384,174.0,169.0,7.561998610156807,7.344699799520117,38.0,21.142857142857142,6.960063886060091,3.8725167486349377,298.0,210.42857142857142,9.599247522073437,6.7783756471784145
118,2020-06-30 14:00:00,205.0,5109.0,7985.0,7546.0,414.0,319.0,1117.0,479.0,1393.0,188.0,2490.0,11.0,1116.0,2538.0,198.0,14737.0,18572.0,230.0,87.0,637.0,137.0,698.0,1067.0,286.0,1.0,1.8571428571428572,1.4682994156168325,2.7268417718598337,17.0,23.285714285714285,2.8898737125187632,3.9583984465593143,56.0,50.0,6.5532716623660825,5.851135412826858,48.0,56.857142857142854,8.195209899813559,9.707421250374393,1.0,2.2857142857142856,1.07778364571096,2.4635054759107655,1.0,3.2857142857142856,3.0036343976211213,9.869084449326541,3.0,8.0,1.7351973208553364,4.627192855614231,1.0,2.5714285714285716,0.9640877319836105,2.4790827393864268,10.0,8.571428571428571,6.001788532982829,5.144390171128139,0.0,0.7142857142857143,0.0,2.1957078303332644,4.0,10.142857142857142,1.4721198894437963,3.7328754339467696,0.0,0.14285714285714285,0.0,0.4959284276093275,8.0,7.428571428571429,3.066026889055817,2.8470249684089732,11.0,16.428571428571427,3.3100924719469664,4.943644600959755,-1.0,0.5714285714285714,-5.2088759245754765,2.976500528328848,62.0,76.14285714285714,5.837706120458241,4.943644600959755,67.0,70.28571428571429,6.927205410250817,7.266919108408105,3.0,2.7142857142857144,6.015158198660624,5.442285989264375,4.0,4.571428571428571,3.51564903275706,4.017884608865211,0.0,0.42857142857142855,0.0,1.7407450388766392,1.0,3.0,2.664819058785908,7.9944571763577255,3.0,11.714285714285714,1.9391745580297985,7.572014940878261,5.0,2.2857142857142856,4.8268139166698845,2.206543504763376,0.0,1.2857142857142858,0.0,2.450846903763412,914.0,1894.0,25411.0,35799.0,3541.0,38236.0,4.0,13.714285714285714,1.5897177058783787,5.450460705868727,11.0,11.285714285714286,3.872966692486444,3.973563229953624,143.0,162.0,5.661552397667441,6.413786632322555,133.0,156.57142857142858,5.78014836293595,6.804557041651774,14.0,21.0,2.564234063285297,3.8463510949279454,191.0,203.57142857142858,6.1525378413289475,6.557491715702133
119,2020-07-01 14:00:00,205.0,5134.0,8040.0,7605.0,415.0,320.0,1136.0,480.0,1399.0,188.0,2493.0,11.0,1127.0,2568.0,200.0,14803.0,18645.0,230.0,87.0,639.0,137.0,697.0,1070.0,289.0,0.0,1.5714285714285714,0.0,2.307327653112167,25.0,25.428571428571427,4.249814283115827,4.322668242254957,55.0,55.42857142857143,6.436248954109545,6.486401543362347,59.0,56.42857142857143,10.0732788351875,9.634249733411773,1.0,1.8571428571428572,1.07778364571096,2.001598199177497,1.0,3.2857142857142856,3.0036343976211213,9.869084449326541,19.0,7.714285714285714,10.989583032083798,4.461935967913723,1.0,2.2857142857142856,0.9640877319836105,2.2036291016768237,6.0,8.285714285714286,3.6010731197896972,4.9729104987572015,0.0,0.7142857142857143,0.0,2.1957078303332644,3.0,9.714285714285714,1.104089917082847,3.5751483029349336,0.0,0.14285714285714285,0.0,0.4959284276093275,11.0,7.857142857142857,4.215786972451749,3.0112764088941057,30.0,18.857142857142858,9.027524923491725,5.67444423762337,2.0,0.7142857142857143,10.417751849150953,3.720625660411059,66.0,74.28571428571429,6.214332321778128,5.67444423762337,73.0,70.57142857142857,7.547552163407607,7.296459429987001,0.0,2.4285714285714284,0.0,4.869413779868125,2.0,4.714285714285714,1.75782451637853,4.143443502892249,0.0,0.42857142857142855,0.0,1.7407450388766392,0.0,3.0,0.0,7.9944571763577255,-1.0,9.0,-0.6463915193432662,5.817523674089395,3.0,2.4285714285714284,2.8960883500019308,2.3444524738110872,3.0,1.5714285714285714,5.71864277544796,2.9954795490441697,913.0,1901.0,25610.0,35941.0,3553.0,38465.0,-1.0,10.714285714285714,-0.39742942646959467,4.258172426459943,7.0,10.571428571428571,2.464615167945919,3.7220718862856734,199.0,171.71428571428572,7.87866382612462,6.798387594401861,142.0,154.57142857142858,6.171286222081992,6.717637517397098,12.0,21.142857142857142,2.1979149113873975,3.8725167486349377,229.0,211.42857142857142,7.3766029615933455,6.810587887185371
120,2020-07-02 14:00:00,205.0,5179.0,8105.0,7701.0,418.0,321.0,1149.0,486.0,1416.0,189.0,2501.0,11.0,1153.0,2602.0,201.0,14899.0,18731.0,232.0,87.0,646.0,141.0,687.0,1074.0,289.0,0.0,0.2857142857142857,0.0,0.4195141187476675,45.0,27.714285714285715,7.64966570960849,4.711222690996975,65.0,56.42857142857143,7.606476036674917,6.6034242516188835,96.0,63.285714285714285,16.390419799627118,10.80499400481371,3.0,2.142857142857143,3.23335093713288,2.309536383666343,1.0,2.7142857142857144,3.0036343976211213,8.152721936400187,13.0,6.857142857142857,7.519188390373125,3.9661653048121974,6.0,3.7142857142857144,5.784526391901663,3.580897290224839,17.0,9.428571428571429,10.20304050607081,5.6588291882409525,1.0,0.7142857142857143,3.07399096246657,2.1957078303332644,8.0,8.571428571428571,2.9442397788875927,3.154542620236706,0.0,0.14285714285714285,0.0,0.4959284276093275,26.0,10.714285714285714,9.964587389431404,4.106286012128327,34.0,21.285714285714285,10.231194913290622,6.405243874286986,1.0,1.0,5.2088759245754765,5.20887592457548,96.0,74.0,9.039028831677276,6.405243874286986,86.0,68.85714285714286,8.891636795247317,7.119217500513633,2.0,2.4285714285714284,4.01010546577375,4.869413779868125,7.0,5.142857142857143,6.152385807324855,4.520120184973363,0.0,0.2857142857142857,0.0,1.160496692584426,4.0,3.142857142857143,10.659276235143633,8.37514561332714,-10.0,4.857142857142857,-6.463915193432663,3.139615951095864,4.0,2.7142857142857144,3.861451133335908,2.620270411906509,0.0,1.5714285714285714,0.0,2.9954795490441697,903.0,1921.0,25889.0,36131.0,3579.0,38778.0,-10.0,5.285714285714286,-3.9742942646959465,2.100698397053572,20.0,11.857142857142858,7.041757622702627,4.174756304887985,279.0,186.28571428571428,11.045965866777733,7.3752890375208215,190.0,151.42857142857142,8.257354804194215,6.581049693568322,26.0,23.142857142857142,4.762148974672694,4.2388359005328375,313.0,224.28571428571428,10.082431122177805,7.224745258703401
121,2020-07-03 14:00:00,206.0,5200.0,8183.0,7789.0,419.0,321.0,1155.0,487.0,1426.0,188.0,2520.0,11.0,1173.0,2618.0,200.0,15021.0,18861.0,234.0,87.0,651.0,144.0,691.0,1085.0,291.0,1.0,0.2857142857142857,1.4682994156168325,0.4195141187476675,21.0,27.857142857142858,3.5698439978172956,4.73550734404335,78.0,59.285714285714285,9.1277712440099,6.937774846637561,88.0,70.0,15.024551482991525,11.951347770561439,1.0,2.142857142857143,1.07778364571096,2.309536383666343,0.0,1.7142857142857142,0.0,5.1490875387790656,6.0,7.285714285714286,3.470394641710673,4.21405063636296,1.0,3.5714285714285716,0.9640877319836105,3.443170471370037,10.0,9.857142857142858,6.001788532982829,5.91604869679736,-1.0,0.8571428571428571,-3.07399096246657,2.6348493963999173,19.0,10.285714285714286,6.9925694748580325,3.7854511442840475,0.0,0.14285714285714285,0.0,0.4959284276093275,20.0,13.571428571428571,7.665067222639543,5.201295615362547,16.0,21.142857142857142,4.814679959195588,6.362255660365597,-1.0,0.7142857142857143,-5.2088759245754765,3.720625660411059,122.0,78.57142857142857,11.48709914025654,6.362255660365597,130.0,79.14285714285714,13.440846318397105,8.182669077353843,2.0,2.0,4.01010546577375,4.0101054657737505,5.0,5.714285714285714,4.394561290946324,5.0223557610815135,0.0,0.14285714285714285,0.0,0.580248346292213,3.0,3.2857142857142856,7.9944571763577255,8.755834050296556,4.0,4.0,2.585566077373065,2.585566077373065,11.0,3.7142857142857144,10.618990616673745,3.5856331952404856,2.0,1.2857142857142858,3.812428516965307,2.450846903763412,908.0,1932.0,26118.0,36402.0,3601.0,39111.0,5.0,4.428571428571429,1.9871471323479732,1.7600446029367764,11.0,12.142857142857142,3.872966692486444,4.275352842355166,229.0,199.14285714285714,9.066402091369538,7.8843197226257855,271.0,168.0,11.77759553650859,7.301240037392779,22.0,22.857142857142858,4.029510670876895,4.186504593118852,333.0,246.71428571428572,10.72667592231696,7.9472197845737425
122,2020-07-04 14:00:00,208.0,5239.0,8234.0,7857.0,419.0,322.0,1156.0,490.0,1430.0,192.0,2546.0,13.0,1176.0,2637.0,200.0,15082.0,18940.0,240.0,87.0,652.0,147.0,695.0,1087.0,292.0,2.0,0.5714285714285714,2.936598831233665,0.8390282374953338,39.0,28.142857142857142,6.629710281660691,4.784076650136103,51.0,62.0,5.9681581210833965,7.255407911905304,68.0,70.57142857142857,11.609880691402543,12.04890979317827,0.0,1.5714285714285714,0.0,1.6936600146886513,1.0,1.0,3.0036343976211213,3.0036343976211213,1.0,7.428571428571429,0.5783991069517789,4.296679080213214,3.0,2.4285714285714284,2.8922631959508314,2.3413559205316252,4.0,9.714285714285714,2.4007154131931316,5.830308860611892,4.0,1.2857142857142858,12.29596384986628,3.952274094599876,26.0,11.571428571428571,9.568779281384677,4.258632537319554,2.0,0.42857142857142855,6.942997986530584,1.4877852828279823,3.0,12.285714285714286,1.1497600833959314,4.708541293907148,19.0,21.0,5.71743245154476,6.319267446444208,0.0,0.5714285714285714,0.0,2.976500528328848,61.0,80.28571428571429,5.74354957012827,6.319267446444208,79.0,85.42857142857143,8.167898916564395,8.832556152089527,6.0,2.2857142857142856,12.030316397321249,4.58297767517,1.0,4.714285714285714,0.878912258189265,4.143443502892248,0.0,0.14285714285714285,0.0,0.580248346292213,3.0,2.4285714285714284,7.9944571763577255,6.471703428480063,4.0,1.5714285714285714,2.585566077373065,1.0157581018251327,2.0,4.142857142857143,1.930725566667954,3.9993601023836183,1.0,1.4285714285714286,1.9062142584826536,2.723163226403791,916.0,1936.0,26299.0,36568.0,3622.0,39334.0,8.0,2.5714285714285716,3.1794354117567574,1.0219613823503864,4.0,11.428571428571429,1.4083515245405254,4.023861498687215,181.0,201.42857142857142,7.166020866977669,7.974814066644447,166.0,177.28571428571428,7.2143205131381025,7.704794971432347,21.0,20.285714285714285,3.846351094927945,3.7155228263929807,223.0,253.71428571428572,7.183329521551599,8.172705464622448
123,2020-07-05 14:00:00,210.0,5261.0,8285.0,7897.0,421.0,322.0,1158.0,494.0,1437.0,201.0,2552.0,14.0,1180.0,2651.0,203.0,15129.0,18998.0,247.0,88.0,654.0,150.0,696.0,1088.0,296.0,2.0,0.8571428571428571,2.936598831233665,1.2585423562430003,22.0,29.428571428571427,3.7398365691419286,5.002638527553488,51.0,62.57142857142857,5.9681581210833965,7.3222780309090405,40.0,68.71428571428571,6.829341583177966,11.731833219673577,2.0,1.5714285714285714,2.15556729142192,1.6936600146886513,0.0,1.0,0.0,3.0036343976211213,2.0,7.571428571428571,1.1567982139035577,4.379307524063469,4.0,3.0,3.856350927934442,2.8922631959508314,7.0,9.428571428571429,4.20125197308798,5.658829188240953,9.0,2.2857142857142856,27.665918662199132,7.026265057066446,6.0,11.571428571428571,2.208179834165694,4.258632537319554,1.0,0.42857142857142855,3.471498993265292,1.4877852828279823,4.0,12.0,1.5330134445279084,4.599040333583725,14.0,21.428571428571427,4.2128449642961385,6.448232088208376,3.0,0.7142857142857143,15.62662777372643,3.720625660411059,47.0,74.57142857142857,4.4253578655086665,6.448232088208376,58.0,83.42857142857143,5.996685280515632,8.625773901037265,7.0,3.0,14.035369130208124,6.015158198660626,2.0,4.857142857142857,1.75782451637853,4.269002396919286,1.0,0.2857142857142857,4.061738424045491,1.160496692584426,3.0,2.857142857142857,7.9944571763577255,7.61376873938831,1.0,0.2857142857142857,0.6463915193432662,0.1846832912409331,1.0,4.0,0.965362783333977,3.861451133335908,4.0,2.0,7.624857033930614,3.812428516965307,920.0,1946.0,26432.0,36679.0,3655.0,39505.0,4.0,1.5714285714285714,1.5897177058783787,0.6245319558807917,10.0,11.285714285714286,3.5208788113513134,3.973563229953625,133.0,201.71428571428572,5.265639642585802,7.986125859646779,111.0,169.57142857142858,4.824033596134515,7.369533949307167,33.0,23.714285714285715,6.044266006315342,4.3434985153608086,171.0,251.14285714285714,5.508293041189791,8.089873990318841
